cf1,start,end,cf2,start,end,set,clone?,type
tomcat/java/org/apache/naming/ServiceRef.java,62,74,tomcat/java/org/apache/naming/EjbRef.java,33,45,orig,TP,T1
tomcat/java/org/apache/naming/ServiceRef.java,62,74,tomcat/java/org/apache/naming/HandlerRef.java,36,48,orig,TP,T1
tomcat/java/org/apache/naming/ServiceRef.java,62,74,tomcat/java/org/apache/naming/ResourceEnvRef.java,12,24,orig,TP,T1
tomcat/java/org/apache/naming/ServiceRef.java,62,74,tomcat/java/org/apache/naming/ResourceLinkRef.java,20,32,orig,TP,T1
tomcat/java/org/apache/naming/ServiceRef.java,62,74,tomcat/java/org/apache/naming/ResourceRef.java,40,52,orig,TP,T1
tomcat/java/org/apache/naming/TransactionRef.java,15,27,tomcat/java/org/apache/naming/EjbRef.java,33,45,orig,TP,T1
tomcat/java/org/apache/naming/TransactionRef.java,15,27,tomcat/java/org/apache/naming/HandlerRef.java,36,48,orig,TP,T1
tomcat/java/org/apache/naming/TransactionRef.java,15,27,tomcat/java/org/apache/naming/ResourceEnvRef.java,12,24,orig,TP,T1
tomcat/java/org/apache/naming/TransactionRef.java,15,27,tomcat/java/org/apache/naming/ResourceLinkRef.java,20,32,orig,TP,T1
tomcat/java/org/apache/naming/TransactionRef.java,15,27,tomcat/java/org/apache/naming/ResourceRef.java,40,52,orig,TP,T1
tomcat/java/org/apache/naming/TransactionRef.java,15,27,tomcat/java/org/apache/naming/ServiceRef.java,62,74,orig,TP,T1
tomcat/java/org/apache/catalina/ant/BaseRedirectorHelperTask.java,101,113,tomcat/java/org/apache/catalina/ant/BaseRedirectorHelperTask.java,120,132,orig,TP,T2
tomcat/java/org/apache/catalina/connector/RequestFacade.java,177,188,tomcat/java/org/apache/catalina/connector/RequestFacade.java,352,363,orig,TP,T2
tomcat/java/org/apache/catalina/core/StandardWrapper.java,294,304,tomcat/java/org/apache/catalina/core/StandardWrapper.java,619,629,orig,TP,T2
tomcat/java/org/apache/catalina/valves/AbstractAccessLogValve.java,352,364,tomcat/java/org/apache/catalina/valves/AbstractAccessLogValve.java,395,407,orig,TP,T2
tomcat/java/org/apache/el/parser/ELParser.java,88,103,tomcat/java/org/apache/el/parser/ELParser.java,2048,2063,orig,TP,T2
tomcat/java/org/apache/el/parser/ELParser.java,88,103,tomcat/java/org/apache/el/parser/ELParser.java,2187,2202,orig,TP,T2
tomcat/java/org/apache/el/parser/ELParser.java,88,103,tomcat/java/org/apache/el/parser/ELParser.java,2203,2218,orig,TP,T2
tomcat/java/org/apache/el/parser/ELParser.java,88,103,tomcat/java/org/apache/el/parser/ELParser.java,2219,2234,orig,TP,T2
tomcat/java/org/apache/el/parser/ELParser.java,104,143,tomcat/java/org/apache/el/parser/ELParser.java,144,183,orig,TP,T2
tomcat/java/org/apache/el/parser/ELParser.java,104,143,tomcat/java/org/apache/el/parser/ELParser.java,1634,1673,orig,TP,T2
tomcat/java/org/apache/el/parser/ELParser.java,144,183,tomcat/java/org/apache/el/parser/ELParser.java,1634,1673,orig,TP,T2
tomcat/java/org/apache/el/parser/ELParser.java,2048,2063,tomcat/java/org/apache/el/parser/ELParser.java,2187,2202,orig,TP,T2
tomcat/java/org/apache/el/parser/ELParser.java,2048,2063,tomcat/java/org/apache/el/parser/ELParser.java,2203,2218,orig,TP,T2
tomcat/java/org/apache/el/parser/ELParser.java,2048,2063,tomcat/java/org/apache/el/parser/ELParser.java,2219,2234,orig,TP,T2
tomcat/java/org/apache/el/parser/ELParser.java,2187,2202,tomcat/java/org/apache/el/parser/ELParser.java,2203,2218,orig,TP,T2
tomcat/java/org/apache/el/parser/ELParser.java,2187,2202,tomcat/java/org/apache/el/parser/ELParser.java,2219,2234,orig,TP,T2
tomcat/java/org/apache/el/parser/ELParser.java,2203,2218,tomcat/java/org/apache/el/parser/ELParser.java,2219,2234,orig,TP,T2
tomcat/java/org/apache/el/parser/ELParser.java,2418,2431,tomcat/java/org/apache/el/parser/ELParser.java,2464,2477,orig,TP,T2
tomcat/java/org/apache/el/parser/ELParser.java,2418,2431,tomcat/java/org/apache/el/parser/ELParser.java,2569,2582,orig,TP,T2
tomcat/java/org/apache/el/parser/ELParser.java,2464,2477,tomcat/java/org/apache/el/parser/ELParser.java,2526,2539,orig,TP,T2
tomcat/java/org/apache/el/parser/ELParser.java,2464,2477,tomcat/java/org/apache/el/parser/ELParser.java,2569,2582,orig,TP,T2
tomcat/java/org/apache/el/parser/ELParser.java,2526,2539,tomcat/java/org/apache/el/parser/ELParser.java,2569,2582,orig,TP,T2
tomcat/java/org/apache/jasper/compiler/Parser.java,216,224,tomcat/java/org/apache/jasper/compiler/Parser.java,389,397,orig,TP,T2
tomcat/java/org/apache/tomcat/dbcp/pool2/PoolUtils.java,327,336,tomcat/java/org/apache/tomcat/dbcp/pool2/PoolUtils.java,464,473,orig,TP,T2
tomcat/java/org/apache/tomcat/util/net/SSLHostConfig.java,345,355,tomcat/java/org/apache/tomcat/util/net/SSLHostConfig.java,360,370,orig,TP,T2
tomcat/java/org/apache/catalina/core/StandardContext.java,1834,1856,tomcat/java/org/apache/catalina/core/StandardContext.java,1858,1881,orig,TP,T3
tomcat/java/org/apache/catalina/core/StandardContext.java,1858,1881,tomcat/java/org/apache/catalina/core/StandardContext.java,1891,1914,orig,TP,T3
tomcat/java/org/apache/catalina/core/StandardContext.java,1858,1881,tomcat/java/org/apache/catalina/core/StandardContext.java,1971,1993,orig,TP,T3
tomcat/java/org/apache/catalina/core/StandardContext.java,1858,1881,tomcat/java/org/apache/catalina/core/StandardContext.java,2007,2029,orig,TP,T3
tomcat/java/org/apache/catalina/core/StandardContext.java,1858,1881,tomcat/java/org/apache/catalina/core/StandardContext.java,2031,2055,orig,TP,T3
tomcat/java/org/apache/catalina/core/StandardContext.java,1858,1881,tomcat/java/org/apache/catalina/core/StandardContext.java,2057,2079,orig,TP,T3
tomcat/java/org/apache/catalina/core/StandardContext.java,1858,1881,tomcat/java/org/apache/catalina/core/StandardContext.java,2081,2103,orig,TP,T3
tomcat/java/org/apache/catalina/core/StandardService.java,98,116,tomcat/java/org/apache/catalina/core/StandardServer.java,137,152,orig,TP,T3
tomcat/java/org/apache/catalina/core/StandardWrapper.java,855,874,tomcat/java/javax/servlet/http/HttpServlet.java,87,103,orig,TP,T3
tomcat/java/org/apache/catalina/ha/tcp/SimpleTcpCluster.java,417,429,tomcat/java/org/apache/catalina/ha/tcp/SimpleTcpCluster.java,431,443,orig,TP,T3
tomcat/java/org/apache/catalina/session/PersistentManagerBase.java,470,501,tomcat/java/org/apache/catalina/session/PersistentManagerBase.java,539,575,orig,TP,T3
tomcat/java/org/apache/coyote/RequestInfo.java,11,21,tomcat/java/org/apache/catalina/tribes/group/ChannelCoordinator.java,195,205,orig,TP,T3
tomcat/java/org/apache/el/parser/ELParser.java,311,375,tomcat/java/org/apache/el/parser/ELParser.java,1674,1746,orig,TP,T3
tomcat/java/org/apache/el/parser/ELParser.java,311,375,tomcat/java/org/apache/el/parser/ELParser.java,1789,1861,orig,TP,T3
tomcat/java/org/apache/el/parser/ELParser.java,311,375,tomcat/java/org/apache/el/parser/ELParser.java,1862,1934,orig,TP,T3
tomcat/java/org/apache/el/parser/ELParser.java,311,375,tomcat/java/org/apache/el/parser/ELParser.java,1935,2007,orig,TP,T3
tomcat/java/org/apache/el/parser/ELParser.java,2335,2345,tomcat/java/org/apache/el/parser/ELParser.java,2555,2568,orig,TP,T3
tomcat/java/org/apache/el/parser/ELParser.java,2407,2417,tomcat/java/org/apache/el/parser/ELParser.java,2555,2568,orig,TP,T3
tomcat/java/org/apache/el/parser/ELParser.java,2555,2568,tomcat/java/org/apache/el/parser/ELParser.java,2651,2676,orig,TP,T3
tomcat/java/org/apache/el/parser/ELParser.java,2555,2568,tomcat/java/org/apache/el/parser/ELParser.java,2683,2693,orig,TP,T3
tomcat/java/org/apache/el/parser/ELParser.java,2555,2568,tomcat/java/org/apache/el/parser/ELParser.java,2764,2774,orig,TP,T3
tomcat/java/org/apache/el/parser/ELParser.java,2555,2568,tomcat/java/org/apache/el/parser/ELParser.java,2801,2811,orig,TP,T3
tomcat/java/org/apache/el/parser/ELParser.java,2555,2568,tomcat/java/org/apache/el/parser/ELParser.java,2830,2840,orig,TP,T3
tomcat/java/org/apache/el/parser/ELParser.java,2555,2568,tomcat/java/org/apache/el/parser/ELParser.java,2882,2895,orig,TP,T3
tomcat/java/org/apache/el/parser/ELParser.java,2555,2568,tomcat/java/org/apache/el/parser/ELParser.java,2896,2912,orig,TP,T3
tomcat/java/org/apache/el/parser/ELParser.java,2555,2568,tomcat/java/org/apache/el/parser/ELParser.java,2928,2938,orig,TP,T3
tomcat/java/org/apache/el/parser/ELParser.java,2555,2568,tomcat/java/org/apache/el/parser/ELParser.java,2945,2955,orig,TP,T3
tomcat/java/org/apache/el/parser/ELParser.java,2555,2568,tomcat/java/org/apache/el/parser/ELParser.java,2956,2969,orig,TP,T3
tomcat/java/org/apache/el/parser/ELParser.java,2555,2568,tomcat/java/org/apache/el/parser/ELParser.java,3008,3018,orig,TP,T3
tomcat/java/org/apache/el/parser/ELParser.java,2555,2568,tomcat/java/org/apache/el/parser/ELParser.java,3031,3041,orig,TP,T3
tomcat/java/org/apache/el/parser/ELParser.java,2555,2568,tomcat/java/org/apache/el/parser/ELParser.java,3092,3111,orig,TP,T3
tomcat/java/org/apache/el/parser/ELParser.java,2555,2568,tomcat/java/org/apache/el/parser/ELParser.java,3138,3148,orig,TP,T3
tomcat/java/org/apache/el/parser/ELParser.java,2555,2568,tomcat/java/org/apache/el/parser/ELParser.java,3149,3159,orig,TP,T3
tomcat/java/org/apache/el/parser/ELParser.java,2555,2568,tomcat/java/org/apache/el/parser/ELParser.java,3160,3170,orig,TP,T3
tomcat/java/org/apache/el/parser/ELParser.java,2555,2568,tomcat/java/org/apache/el/parser/ELParser.java,3171,3187,orig,TP,T3
tomcat/java/org/apache/el/parser/ELParser.java,2555,2568,tomcat/java/org/apache/el/parser/ELParser.java,3188,3198,orig,TP,T3
tomcat/java/org/apache/el/parser/ELParser.java,2555,2568,tomcat/java/org/apache/el/parser/ELParser.java,3234,3244,orig,TP,T3
tomcat/java/org/apache/el/parser/ELParser.java,2555,2568,tomcat/java/org/apache/el/parser/ELParser.java,3245,3255,orig,TP,T3
tomcat/java/org/apache/el/parser/ELParser.java,2555,2568,tomcat/java/org/apache/el/parser/ELParser.java,3256,3266,orig,TP,T3
tomcat/java/org/apache/el/stream/Stream.java,23,33,tomcat/java/org/apache/el/stream/Stream.java,74,83,orig,TP,T3
tomcat/java/org/apache/el/stream/Stream.java,259,268,tomcat/java/org/apache/el/stream/Stream.java,269,278,orig,TP,T3
tomcat/java/org/apache/el/stream/Stream.java,259,268,tomcat/java/org/apache/el/stream/Stream.java,279,288,orig,TP,T3
tomcat/java/org/apache/el/stream/Stream.java,269,278,tomcat/java/org/apache/el/stream/Stream.java,279,288,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,260,272,tomcat/java/org/apache/jasper/compiler/JspUtil.java,273,284,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,260,272,tomcat/java/org/apache/jasper/compiler/JspUtil.java,285,297,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,260,272,tomcat/java/org/apache/jasper/compiler/JspUtil.java,298,309,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,260,272,tomcat/java/org/apache/jasper/compiler/JspUtil.java,336,348,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,260,272,tomcat/java/org/apache/jasper/compiler/JspUtil.java,349,360,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,260,272,tomcat/java/org/apache/jasper/compiler/JspUtil.java,361,373,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,260,272,tomcat/java/org/apache/jasper/compiler/JspUtil.java,374,385,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,260,272,tomcat/java/org/apache/jasper/compiler/JspUtil.java,386,397,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,260,272,tomcat/java/org/apache/jasper/compiler/JspUtil.java,398,409,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,260,272,tomcat/java/org/apache/jasper/compiler/JspUtil.java,410,422,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,260,272,tomcat/java/org/apache/jasper/compiler/JspUtil.java,423,434,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,260,272,tomcat/java/org/apache/jasper/compiler/JspUtil.java,435,447,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,260,272,tomcat/java/org/apache/jasper/compiler/JspUtil.java,448,459,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,273,284,tomcat/java/org/apache/jasper/compiler/JspUtil.java,285,297,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,273,284,tomcat/java/org/apache/jasper/compiler/JspUtil.java,298,309,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,273,284,tomcat/java/org/apache/jasper/compiler/JspUtil.java,336,348,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,273,284,tomcat/java/org/apache/jasper/compiler/JspUtil.java,349,360,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,273,284,tomcat/java/org/apache/jasper/compiler/JspUtil.java,361,373,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,273,284,tomcat/java/org/apache/jasper/compiler/JspUtil.java,374,385,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,273,284,tomcat/java/org/apache/jasper/compiler/JspUtil.java,386,397,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,273,284,tomcat/java/org/apache/jasper/compiler/JspUtil.java,398,409,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,273,284,tomcat/java/org/apache/jasper/compiler/JspUtil.java,410,422,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,273,284,tomcat/java/org/apache/jasper/compiler/JspUtil.java,423,434,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,273,284,tomcat/java/org/apache/jasper/compiler/JspUtil.java,435,447,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,273,284,tomcat/java/org/apache/jasper/compiler/JspUtil.java,448,459,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,285,297,tomcat/java/org/apache/jasper/compiler/JspUtil.java,298,309,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,285,297,tomcat/java/org/apache/jasper/compiler/JspUtil.java,336,348,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,285,297,tomcat/java/org/apache/jasper/compiler/JspUtil.java,349,360,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,285,297,tomcat/java/org/apache/jasper/compiler/JspUtil.java,361,373,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,285,297,tomcat/java/org/apache/jasper/compiler/JspUtil.java,374,385,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,285,297,tomcat/java/org/apache/jasper/compiler/JspUtil.java,386,397,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,285,297,tomcat/java/org/apache/jasper/compiler/JspUtil.java,398,409,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,285,297,tomcat/java/org/apache/jasper/compiler/JspUtil.java,410,422,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,285,297,tomcat/java/org/apache/jasper/compiler/JspUtil.java,423,434,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,285,297,tomcat/java/org/apache/jasper/compiler/JspUtil.java,435,447,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,285,297,tomcat/java/org/apache/jasper/compiler/JspUtil.java,448,459,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,298,309,tomcat/java/org/apache/jasper/compiler/JspUtil.java,336,348,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,298,309,tomcat/java/org/apache/jasper/compiler/JspUtil.java,349,360,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,298,309,tomcat/java/org/apache/jasper/compiler/JspUtil.java,361,373,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,298,309,tomcat/java/org/apache/jasper/compiler/JspUtil.java,374,385,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,298,309,tomcat/java/org/apache/jasper/compiler/JspUtil.java,386,397,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,298,309,tomcat/java/org/apache/jasper/compiler/JspUtil.java,398,409,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,298,309,tomcat/java/org/apache/jasper/compiler/JspUtil.java,410,422,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,298,309,tomcat/java/org/apache/jasper/compiler/JspUtil.java,423,434,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,298,309,tomcat/java/org/apache/jasper/compiler/JspUtil.java,435,447,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,298,309,tomcat/java/org/apache/jasper/compiler/JspUtil.java,448,459,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,336,348,tomcat/java/org/apache/jasper/compiler/JspUtil.java,349,360,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,336,348,tomcat/java/org/apache/jasper/compiler/JspUtil.java,361,373,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,336,348,tomcat/java/org/apache/jasper/compiler/JspUtil.java,374,385,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,336,348,tomcat/java/org/apache/jasper/compiler/JspUtil.java,386,397,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,336,348,tomcat/java/org/apache/jasper/compiler/JspUtil.java,398,409,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,336,348,tomcat/java/org/apache/jasper/compiler/JspUtil.java,410,422,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,336,348,tomcat/java/org/apache/jasper/compiler/JspUtil.java,423,434,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,336,348,tomcat/java/org/apache/jasper/compiler/JspUtil.java,435,447,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,336,348,tomcat/java/org/apache/jasper/compiler/JspUtil.java,448,459,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,349,360,tomcat/java/org/apache/jasper/compiler/JspUtil.java,361,373,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,349,360,tomcat/java/org/apache/jasper/compiler/JspUtil.java,374,385,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,349,360,tomcat/java/org/apache/jasper/compiler/JspUtil.java,386,397,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,349,360,tomcat/java/org/apache/jasper/compiler/JspUtil.java,398,409,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,349,360,tomcat/java/org/apache/jasper/compiler/JspUtil.java,410,422,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,349,360,tomcat/java/org/apache/jasper/compiler/JspUtil.java,423,434,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,349,360,tomcat/java/org/apache/jasper/compiler/JspUtil.java,435,447,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,349,360,tomcat/java/org/apache/jasper/compiler/JspUtil.java,448,459,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,361,373,tomcat/java/org/apache/jasper/compiler/JspUtil.java,374,385,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,361,373,tomcat/java/org/apache/jasper/compiler/JspUtil.java,386,397,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,361,373,tomcat/java/org/apache/jasper/compiler/JspUtil.java,398,409,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,361,373,tomcat/java/org/apache/jasper/compiler/JspUtil.java,410,422,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,361,373,tomcat/java/org/apache/jasper/compiler/JspUtil.java,423,434,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,361,373,tomcat/java/org/apache/jasper/compiler/JspUtil.java,435,447,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,361,373,tomcat/java/org/apache/jasper/compiler/JspUtil.java,448,459,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,374,385,tomcat/java/org/apache/jasper/compiler/JspUtil.java,386,397,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,374,385,tomcat/java/org/apache/jasper/compiler/JspUtil.java,398,409,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,374,385,tomcat/java/org/apache/jasper/compiler/JspUtil.java,410,422,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,374,385,tomcat/java/org/apache/jasper/compiler/JspUtil.java,423,434,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,374,385,tomcat/java/org/apache/jasper/compiler/JspUtil.java,435,447,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,374,385,tomcat/java/org/apache/jasper/compiler/JspUtil.java,448,459,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,386,397,tomcat/java/org/apache/jasper/compiler/JspUtil.java,398,409,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,386,397,tomcat/java/org/apache/jasper/compiler/JspUtil.java,410,422,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,386,397,tomcat/java/org/apache/jasper/compiler/JspUtil.java,423,434,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,386,397,tomcat/java/org/apache/jasper/compiler/JspUtil.java,435,447,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,386,397,tomcat/java/org/apache/jasper/compiler/JspUtil.java,448,459,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,398,409,tomcat/java/org/apache/jasper/compiler/JspUtil.java,410,422,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,398,409,tomcat/java/org/apache/jasper/compiler/JspUtil.java,423,434,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,398,409,tomcat/java/org/apache/jasper/compiler/JspUtil.java,435,447,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,398,409,tomcat/java/org/apache/jasper/compiler/JspUtil.java,448,459,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,410,422,tomcat/java/org/apache/jasper/compiler/JspUtil.java,423,434,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,410,422,tomcat/java/org/apache/jasper/compiler/JspUtil.java,435,447,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,410,422,tomcat/java/org/apache/jasper/compiler/JspUtil.java,448,459,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,423,434,tomcat/java/org/apache/jasper/compiler/JspUtil.java,435,447,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,423,434,tomcat/java/org/apache/jasper/compiler/JspUtil.java,448,459,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/JspUtil.java,435,447,tomcat/java/org/apache/jasper/compiler/JspUtil.java,448,459,orig,TP,T3
tomcat/java/org/apache/jasper/compiler/Node.java,290,302,tomcat/java/org/apache/jasper/compiler/Node.java,355,367,orig,TP,T3
tomcat/java/org/apache/juli/DateFormatCache.java,62,110,tomcat/java/org/apache/catalina/valves/AbstractAccessLogValve.java,81,136,orig,TP,T3
tomcat/java/org/apache/naming/NamingContext.java,411,421,tomcat/java/org/apache/coyote/ajp/AjpProcessor.java,149,158,orig,TP,T3
tomcat/java/org/apache/tomcat/util/buf/ByteChunk.java,425,435,tomcat/java/org/apache/tomcat/util/buf/ByteChunk.java,436,445,orig,TP,T3
tomcat/java/org/apache/tomcat/util/buf/MessageBytes.java,98,108,tomcat/java/org/apache/tomcat/util/buf/MessageBytes.java,109,118,orig,TP,T3
tomcat/java/org/apache/tomcat/util/descriptor/web/WebRuleSet.java,822,834,tomcat/java/org/apache/tomcat/util/descriptor/web/WebRuleSet.java,840,853,orig,TP,T3
tomcat/java/org/apache/tomcat/util/net/Nio2Endpoint.java,455,468,tomcat/java/org/apache/tomcat/util/net/Nio2Endpoint.java,815,828,orig,TP,T3